20040704,0,223,0,0,29,0
20060301,1,171,0,0,30,1
20140714,1,149,1,1,29,1
20001030,0,240,0,1,30,0
20080215,0,150,0,1,24,1
20080215,0,150,0,1,24,1
20080215,0,150,0,1,24,1
20080215,0,150,1,1,29,1
20080215,0,150,0,1,24,1
20080215,2,150,1,1,28,1
20080215,0,150,0,0,27,1
20080215,0,150,0,1,24,1
20080215,0,188,1,0,21,1
20080215,0,150,1,0,20,0
20080215,0,150,1,0,23,0
20080215,1,150,0,0,25,1
20080215,1,150,0,0,21,1
20080215,1,150,0,0,20,1
20080215,0,150,0,1,24,1
20080215,0,150,1,1,25,1
20080215,0,150,0,1,24,1
20080215,1,150,0,0,29,1
20080215,0,150,1,1,29,1
20080215,2,150,1,1,28,1
20080215,0,150,1,1,25,0
20080215,1,197,0,0,26,1
20080215,1,210,0,0,26,1
20080215,1,188,0,0,26,1
20080215,0,150,0,0,21,1
20080215,0,150,0,0,27,0
20080215,1,150,1,0,26,1
20080215,1,150,1,0,29,1
20080215,0,150,1,1,25,1
20080215,1,150,1,0,21,1
20080215,1,150,0,0,28,1
20080215,0,150,1,1,29,1
20080215,1,150,1,0,29,1
20080215,0,150,0,1,24,1
20010101,0,189,0,1,25,0
20010101,0,195,0,1,28,1
20010101,1,186,0,0,28,1
20070917,0,258,0,1,30,0
20070917,0,258,0,1,30,1
20070917,0,258,1,1,25,0
20070917,0,258,1,1,25,0
20070917,0,258,0,1,26,1
20070917,1,258,0,1,26,1
20070917,0,258,1,1,30,1
19891231,0,154,0,0,27,0
19891231,0,154,0,0,27,0
19891231,0,154,0,0,27,0
20080422,0,205,1,1,28,0
20041118,1,273,0,0,29,1
20041118,1,240,0,0,29,1
20041118,0,273,1,0,24,0
20041118,0,273,1,0,20,1
20041118,1,273,1,1,26,1
20031215,2,196,0,1,30,1
20031215,0,267,0,0,28,0
20031215,2,196,0,1,30,1
20031215,1,196,0,1,30,1
20031215,1,196,0,1,30,1
20031215,1,196,0,1,30,1
20010101,1,216,0,0,26,0
20010101,0,245,0,1,24,0
20010101,0,245,1,1,28,0
20050829,1,281,1,1,30,1
20050829,0,281,0,0,29,1
20050829,0,281,0,0,29,0
19950815,0,144,0,1,18,0
19950815,0,144,0,0,28,0
19950815,0,157,0,0,18,1
19950815,0,144,0,0,18,1
19950815,1,144,0,0,20,1
19950815,0,144,1,0,30,1
19950815,0,144,0,0,18,1
19950815,0,167,0,0,18,1
19950815,0,85,0,0,18,1
19950815,0,157,0,0,18,1
19950815,0,144,1,0,24,0
19950815,0,144,1,0,27,1
19950815,2,144,0,1,28,1
19950815,0,144,1,1,30,1
19950815,0,144,1,0,27,1
19950815,0,85,0,0,18,1
19950815,0,85,0,0,18,1
19950815,0,157,0,0,18,1
19950815,0,167,0,0,18,1
19950815,0,144,0,0,18,1
19950815,0,85,0,0,18,1
19950815,0,85,0,0,18,1
19950815,1,157,0,0,29,0
19950815,1,85,0,0,29,0
19950815,1,144,0,0,29,0
19950815,0,144,0,0,18,0
19950815,0,85,0,0,18,1
19950815,0,167,0,0,18,1
19950815,0,85,0,0,18,1
19950815,2,144,1,1,27,1
19950815,2,144,1,1,27,1
19950815,0,144,1,0,27,0
19950815,1,157,0,0,21,0
19950815,0,157,0,0,18,1
19950815,0,144,0,1,18,1
19950815,0,157,0,1,18,1
19950815,0,144,1,1,30,0
20021008,0,439,0,1,28,0
20021008,1,439,0,0,26,1
20021008,0,542,0,0,23,1
20021008,1,542,0,0,30,1
20021008,0,542,0,0,29,0
20021008,0,439,0,0,24,1
20021008,0,355,0,0,20,1
20021008,2,439,1,0,21,1
20021008,0,542,0,0,30,1
20021008,1,439,0,0,26,1
20021008,0,542,0,1,29,0
20021008,1,439,0,0,26,1
20021008,1,439,0,0,26,1
20021008,0,439,0,1,28,0
20021008,0,439,0,1,27,0
20021008,1,439,0,0,26,1
20021008,1,439,0,0,30,1
20021008,0,542,0,0,30,1
20021008,0,439,0,0,21,1
20021008,1,439,0,0,26,1
20050607,0,193,0,0,24,1
20050607,0,193,0,0,24,1
20050607,0,193,0,0,18,1
20030114,0,510,1,1,18,0
20030114,2,510,1,1,25,1
20030114,0,510,1,1,28,1
20030114,1,510,1,0,25,1
20030114,1,510,1,0,25,1
20030114,0,510,1,1,29,1
20030114,2,510,1,0,24,1
20030114,1,510,1,0,25,1
20030114,0,510,1,0,27,0
20030114,0,510,0,1,27,1
20030114,1,510,0,0,23,1
20030114,0,634,1,0,26,1
20030114,0,510,1,1,23,1
20030114,0,510,0,0,23,0
20030114,1,510,1,0,28,1
20030114,1,510,0,0,25,1
20030114,1,510,1,0,28,1
20030114,0,510,1,1,20,1
20030114,0,510,1,1,29,1
20030114,1,510,1,0,25,1
20030114,1,510,1,0,26,1
20030114,0,510,0,0,25,1
20030114,0,510,0,0,24,1
20030114,2,510,1,0,23,1
20030114,1,510,0,0,21,1
20030114,1,510,1,0,25,1
20030114,0,634,1,0,23,0
20030114,0,510,1,0,20,0
20030114,0,510,0,0,21,1
20030114,2,510,1,1,29,1
20030114,2,510,1,1,29,1
20030114,0,510,1,0,26,1
20030114,1,510,1,0,30,1
20030114,1,510,1,1,22,1
20030114,0,210,0,0,21,0
20030114,1,510,0,0,23,1
20030114,1,510,0,0,23,1
20030114,2,510,1,1,28,1
20030114,1,510,0,0,24,1
20030114,1,510,1,0,26,1
20030114,1,510,1,0,25,1
20030114,0,158,0,0,24,1
20030114,0,478,0,0,24,1
20030114,0,98,0,0,24,1
20030114,0,210,0,0,24,1
20030114,0,510,0,0,24,1
20030114,0,35,0,0,24,0
20030114,0,99,0,0,24,1
20030114,1,510,1,0,30,1
20030114,1,510,1,0,28,1
20030114,1,510,1,0,29,1
20030114,2,510,1,0,24,1
20030114,1,510,1,0,22,1
20030114,0,510,1,0,24,1
20030114,0,510,1,0,26,1
20030114,1,510,1,0,30,1
20030114,0,510,0,1,27,1
20030114,0,510,1,0,27,0
20030114,0,510,1,1,25,0
20030114,0,510,1,1,19,0
20030114,0,510,1,0,30,0
20030114,1,634,1,0,26,1
20030114,0,510,0,0,21,1
20030114,1,510,0,0,23,1
20030114,1,510,0,0,23,1
20030114,1,510,1,0,25,1
20030114,0,510,0,0,21,1
20030114,1,510,1,0,25,1
20030114,0,510,1,0,21,0
20030114,0,510,1,0,23,0
20030114,2,510,1,0,24,1
20030114,2,510,1,0,24,1
20030114,1,510,1,0,23,1
20030114,0,510,1,1,28,0
20030114,1,510,1,0,26,1
20030114,0,510,1,0,26,0
20030114,0,510,0,0,21,1
20030114,0,510,0,0,21,0
20030114,0,510,1,1,23,1
19831231,0,199,0,1,19,1
19831231,0,199,0,1,19,1
19831231,0,177,0,1,19,1
19831231,0,199,0,0,27,1
19831231,0,199,0,1,19,1
20041231,1,186,0,0,26,1
20041231,0,186,0,0,26,1
20041231,0,186,0,1,27,1
20001231,0,153,0,0,21,1
20001231,0,153,0,0,26,1
20001231,1,153,0,0,25,1
20001231,1,153,0,0,23,1
20080107,0,154,0,1,21,0
20080107,2,154,0,0,22,0
20080107,0,154,0,1,19,0
20080107,1,154,0,1,21,1
20080107,1,154,1,0,28,1
20080107,0,154,0,1,21,0
20080107,1,154,1,0,28,1
20080107,0,154,0,0,26,1
20080107,0,154,0,0,24,1
20080107,0,154,0,1,18,1
20080107,0,154,1,0,24,1
20080107,0,154,0,1,20,0
20080107,0,154,0,1,20,0
20080107,0,154,1,0,27,1
20080107,0,154,0,1,21,1
20080107,0,154,0,0,30,0
20080107,0,154,0,1,18,0
20080107,0,154,0,1,23,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,0
20080107,0,154,0,1,19,0
20080107,0,154,0,1,19,0
20080107,0,154,1,0,20,1
20080107,0,154,1,0,24,0
20080107,0,154,0,0,23,0
20080107,0,154,0,0,23,0
20080107,0,154,0,0,23,0
20080107,0,154,1,1,26,1
20080107,2,154,1,0,23,1
20080107,0,154,0,0,21,0
20080107,0,154,1,0,20,1
20080107,0,154,0,1,20,0
20080107,0,154,0,1,20,1
20080107,1,154,0,1,30,0
20080107,0,154,1,1,26,1
20080107,1,154,0,0,21,1
20080107,0,154,1,0,22,0
20080107,0,154,0,1,21,0
20080107,0,154,0,0,25,1
20080107,0,154,0,0,25,1
20080107,0,154,1,0,23,1
20080107,1,154,1,0,23,1
20080107,0,154,0,1,19,1
20080107,0,154,1,0,25,1
20080107,0,154,1,1,28,1
20080107,0,154,1,0,23,1
20080107,0,154,1,1,25,0
20080107,1,154,0,0,20,0
20080107,1,154,0,0,20,0
20080107,0,154,1,1,26,1
20080107,0,154,0,1,30,0
20080107,0,154,0,1,18,1
20080107,0,154,1,1,21,1
20080107,0,154,0,1,23,0
20080107,0,154,1,0,30,1
20080107,0,154,0,0,23,0
20080107,0,154,0,1,20,1
20080107,0,154,1,0,24,1
20080107,0,154,1,0,23,0
20080107,0,154,0,0,26,0
20080107,0,154,0,1,20,1
20080107,0,154,1,0,28,0
20080107,0,154,1,0,20,1
20080107,0,154,1,0,25,1
20080107,0,154,1,0,27,1
20080107,1,154,0,0,21,1
20080107,1,154,1,0,28,1
20080107,0,154,1,0,29,1
20080107,0,154,0,0,19,1
20080107,0,208,0,0,19,0
20080107,0,154,1,0,24,0
20080107,0,154,1,1,28,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,0
20080107,1,154,1,0,21,1
20080107,1,154,1,0,27,1
20080107,0,154,1,0,27,0
20080107,1,154,0,0,26,1
20080107,0,154,1,0,22,1
20080107,1,154,1,1,30,0
20080107,0,154,0,1,18,1
20080107,0,154,0,1,20,0
20080107,0,154,0,1,20,0
20080107,0,154,0,0,25,1
20080107,0,154,1,0,20,0
20080107,0,154,0,0,24,1
20080107,0,154,0,1,21,0
20080107,1,154,0,1,30,1
20080107,0,154,1,1,29,0
20080107,0,154,1,0,30,1
20080107,0,154,0,1,19,0
20080107,0,154,0,1,19,0
20080107,0,154,0,0,23,0
20080107,0,154,0,0,22,1
20080107,0,154,0,1,20,1
20080107,0,154,1,0,20,1
20080107,0,154,1,0,24,1
20080107,0,154,1,1,18,0
20080107,0,154,0,0,21,1
20080107,0,154,0,0,27,1
20080107,0,208,0,0,20,1
20080107,0,154,0,0,20,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,20,1
20080107,0,154,1,0,23,0
20080107,0,154,1,0,19,0
20080107,0,154,1,0,20,0
20080107,0,154,1,0,30,1
20080107,1,154,0,0,21,1
20080107,0,154,0,0,23,0
20080107,0,154,0,1,26,1
20080107,0,154,0,0,27,1
20080107,0,154,0,0,27,0
20080107,0,154,0,0,27,1
20080107,1,154,0,0,21,1
20080107,0,154,0,1,23,0
20080107,0,154,0,0,30,1
20080107,0,154,0,1,25,0
20080107,0,154,1,0,23,1
20080107,0,154,0,1,20,1
20080107,1,154,1,0,28,1
20080107,0,154,1,0,23,0
20080107,0,154,0,0,25,0
20080107,0,154,0,1,27,1
20080107,0,154,0,1,20,1
20080107,0,154,0,1,21,0
20080107,0,154,1,0,22,1
20080107,1,154,0,0,26,1
20080107,0,154,1,1,22,0
20080107,0,154,0,1,25,0
20080107,0,154,0,0,23,1
20080107,0,154,0,0,27,0
20080107,0,154,0,0,21,0
20080107,0,154,0,0,25,0
20080107,1,154,1,1,26,0
20080107,0,154,0,0,23,1
20080107,0,154,0,1,20,1
20080107,1,154,0,1,30,1
20080107,0,154,1,0,23,0
20080107,2,154,0,1,25,1
19941101,0,402,0,0,21,1
20060824,1,241,0,1,26,1
20060824,0,332,1,1,23,0
19950824,1,191,0,0,28,1
19950824,1,191,0,0,28,0
19950824,0,195,0,1,30,1
19950824,1,239,0,1,24,1
19950824,0,187,1,0,29,1
19950824,0,191,0,0,29,1
19950824,1,121,0,0,25,1
19950824,0,191,1,1,30,0
19950824,0,267,0,1,30,0
19950824,0,239,1,0,27,0
19950824,0,150,0,0,29,1
19950824,1,187,0,0,30,1
19950824,1,227,0,0,30,1
19950824,1,195,0,0,30,1
19950824,1,261,0,0,30,1
19950824,1,150,0,0,30,1
19950824,1,118,0,0,30,1
19950824,1,187,0,1,30,1
19950824,1,191,0,1,30,1
19950824,1,239,0,1,30,1
19950824,1,230,0,0,28,1
19950824,1,121,0,0,28,1
19950824,0,187,0,0,29,1
19950824,0,191,0,0,29,1
19950824,0,239,0,0,27,0
19950824,0,191,0,0,27,1
19950824,0,230,0,0,27,1
19950824,0,191,0,0,27,0
19950824,0,121,0,0,27,0
19950824,0,187,0,0,29,1
19950824,0,239,0,0,29,1
19950824,0,239,0,0,29,1
19950824,0,191,0,0,29,1
19950824,0,266,0,0,28,1
19950824,0,167,0,0,28,1
19950824,0,267,0,0,28,1
19950824,0,187,0,0,28,1
19950824,0,191,0,0,28,1
19950824,0,118,0,0,28,1
19950824,0,261,0,0,28,1
19950824,0,150,0,0,28,1
19950824,0,230,0,0,28,1
19950824,0,239,0,0,28,1
19950824,0,209,0,0,28,1
19950824,0,121,0,0,28,1
19950824,0,195,0,0,28,1
19950824,0,197,0,0,28,1
19950824,0,227,0,0,28,1
19950824,0,256,0,0,28,1
19950824,1,191,0,0,21,1
19950824,1,239,0,0,21,1
19950824,1,187,0,0,21,1
19950824,0,121,0,0,20,1
19941231,0,249,0,0,21,1
19941231,2,249,0,0,28,1
19941231,1,249,0,0,28,0
19941231,2,249,0,0,28,1
19941231,2,249,0,0,28,1
19941231,0,249,1,0,27,1
19980703,0,221,0,1,22,0
19980703,1,221,1,0,27,1
19980703,0,221,0,0,30,1
19980703,1,221,1,0,28,1
19980703,1,221,0,1,26,0
19980703,0,221,0,1,18,1
19980703,0,221,0,1,28,1
19980703,1,221,1,0,26,1
20010911,0,170,1,1,30,1
20010911,0,213,1,1,30,1
20011112,0,205,0,0,29,1
20061231,0,379,0,1,25,1
20061231,0,379,0,1,25,1
19851231,0,265,1,0,27,1
19851231,0,250,1,0,27,1
19851231,1,250,0,0,23,1
19851231,1,250,0,0,23,1
19851231,1,261,1,0,19,0
19851231,1,261,0,1,22,1
19851231,1,298,1,0,28,0
19851231,0,261,0,1,29,0
19851231,0,265,0,1,29,0
19851231,0,261,0,1,29,1
19851231,2,261,1,0,28,1
19851231,0,261,1,0,18,1
19851231,0,307,0,0,28,0
19851231,1,307,0,0,28,0
19851231,1,261,0,0,28,0
19851231,0,261,1,1,29,1
19851231,0,261,0,1,20,1
19851231,0,307,1,1,19,1
19851231,1,307,1,1,27,1
19851231,0,307,0,0,22,1
19851231,0,250,1,1,28,1
19851231,0,261,1,1,29,1
19851231,0,307,0,0,28,0
19851231,0,307,1,0,25,1
19851231,1,261,1,1,27,1
19851231,0,307,0,1,21,1
19851231,0,265,0,0,21,1
19851231,0,261,0,0,21,1
19851231,0,307,0,0,21,1
19851231,0,307,0,0,21,1
19851231,0,261,0,0,21,1
19851231,0,307,0,0,21,1
19851231,0,265,0,1,27,0
19851231,0,307,0,1,27,0
19851231,0,265,0,1,27,0
19851231,0,261,1,0,23,0
19851231,0,307,0,0,18,1
19851231,0,307,0,0,18,1
19851231,0,261,1,1,29,1
19851231,0,261,0,1,22,1
19851231,2,265,0,0,26,0
19851231,2,261,0,0,26,0
19851231,1,261,0,0,18,1
19851231,1,265,0,0,28,1
19851231,1,261,0,0,28,1
19851231,1,307,0,0,28,1
19851231,2,307,0,1,19,1
19851231,0,261,0,0,18,1
19851231,0,307,0,0,18,1
19851231,0,307,0,1,27,0
19851231,0,261,1,1,27,1
19851231,0,307,1,1,27,0
19851231,0,265,0,1,27,0
19851231,0,307,0,1,25,1
19851231,0,307,0,0,29,1
19851231,0,265,0,0,29,1
19851231,0,261,1,1,30,1
19851231,0,265,0,1,22,1
19851231,1,261,1,0,23,1
19851231,0,265,1,0,27,1
19851231,2,261,1,1,30,1
19851231,2,265,1,1,30,1
19851231,0,307,1,0,27,1
19851231,0,261,1,0,22,1
19851231,1,261,1,1,27,1
19851231,0,250,1,1,20,0
19851231,1,261,1,0,29,0
19851231,0,261,1,1,27,0
19851231,2,307,0,0,25,1
19851231,2,307,0,0,25,0
19851231,0,261,0,0,22,1
19851231,0,261,0,0,22,0
19851231,0,307,0,0,19,1
19851231,0,265,0,0,19,1
19851231,0,307,0,1,27,0
19851231,0,265,0,1,27,0
19851231,0,307,1,0,24,1
19851231,0,261,1,0,23,1
19851231,0,261,1,0,28,0
19851231,0,265,0,0,27,1
19851231,0,261,1,0,20,0
19851231,0,261,1,0,20,0
19851231,0,261,1,0,20,0
19851231,0,265,1,0,25,0
19851231,0,261,1,0,28,1
